INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
1105,Refugees are a burden and a danger to the host country.,"Refugees fleeing war and poverty can come to our country and they gain skills that help our economy grow. They often find new homes and start new careers. For this reason, we are very proud that our country is a model of integration and cooperation and also of resilience and solidarity.",MIGRANTS,V2
1106,"Refugees are a burden to our country, they do not want to integrate. They are not welcome.","On the contrary, we are welcoming many refugees into our country and promoting their integration. We are proud of this successful integration story.",MIGRANTS,V2
1107,I hate immigrants they are just a bunch of criminals and terrorists.,I can't imagine that refugees pose a threat to our citizens or our country.,MIGRANTS,V2
1108,Those jews ran the world from their high rise apartment in 5 continents and still they cannot get the Nobel Prize for Medicine.,"Actually, 54 Jewish people have been awarded with the Nobel Prize for 'Physiology or medicine' so far. Among those: Michael Rosbash, Rita Levi Montalcini and Arthur Kornberg.",JEWS,V2
1109,Jewish democracy is a lie.,"Jewish democracy is not a lie, every nation has the right to choose its leaders, but instead of putting democracy first, we are the ones trampling the rights of others",JEWS,V2
1110,Jews control the U.S. government.,Which evidence do you have that Jews control the U.S. government? They are rather a small but active minority within it.,JEWS,V2
1111,Jews love to gamble.,Are you aware of the probability that a Jewish person will play in a betting pool? In Jewish culture there is not a positive view of the practice.,JEWS,V2
1112,"The Jews are always seeking to subvert everything that we hold most dear. Like the establishment of the European Union, which they view as an attack on their culture.","They don't do that! They don't want to subvert society and change its character, but simply to practice their religion peacefully.",JEWS,V2
1113,"The Jews are always seeking to subvert everything that we hold most dear. Like the establishment of the European Union, which they view as an attack on their culture.","The European Union is a wonderful development, as well as an example of how to promote the integration of people with different cultures. There is no reason why Jewish people should be seeking to subvert it.",JEWS,V2
1114,"Jews control the financial world, Hollywood, and all the big radio stations.","You have an impression. Many Jews operate in this field of finance, TV and so on, but that doesn't mean that they control it.",JEWS,V2
1115,Jews make up the world's criminals.,"Such anti-Semitism seem amusing, but can you imagine if the same thing were said about Christians? It would be just as untrue.",JEWS,V2
1116,Jews only want state control and can't be trusted to meddle in local matters.,"Despite what you might hear, Jews don't need state control. We have a democratic system of government which already guarantees Jewish and non Jewish people all necessary rights to live in our society.",JEWS,V2
1117,Jews have a stranglehold on the American government.,"Does that mean Jews as a 2,5% minority can control all levels of government? In a democratic country, we believe that every minority should be represented in the government and it guarantees that noone has total control over anything.",JEWS,V2
1118,"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse than communists.",Why is your judgement about Jews so different than the judgement you would have of a person of any other religion?,JEWS,V2
