cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
FRT1ST0008HS0047CN000800P1,Le voile islamique est un assaut pour nous.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000800P2,Le voile islamique est une honte pour nous.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000800T1,Your veil is an attack against me.,It is a piece of cloth and you feel attacked; you're a little sensitive.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000801,Ton voile est une agression contre moi.,C'est votre problème pas le mien!,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000801P1,Le voile islamique est un assaut pour nous.,C'est votre problème pas le mien!,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000801P2,Le voile islamique est une honte pour nous.,C'est votre problème pas le mien!,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000801T1,Your veil is an attack against me.,That's your problem not mine!,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000802,Ton voile est une agression contre moi.,Il me vas si bien!,Islamophobia,culture,"affiliation , humor",50,female,Bachelor
FRT1ST0008HS0047CN000802P1,Le voile islamique est un assaut pour nous.,Il me vas si bien!,Islamophobia,culture,"affiliation , humor",50,female,Bachelor
FRT1ST0008HS0047CN000802P2,Le voile islamique est une honte pour nous.,Il me vas si bien!,Islamophobia,culture,"affiliation , humor",50,female,Bachelor
FRT1ST0008HS0047CN000802T1,Your veil is an attack against me.,It suits me so well!,Islamophobia,culture,"affiliation , humor",,,
FRT1ST0008HS0047CN000803,Ton voile est une agression contre moi.,"Je suis bien dans ma tete et sa vous fait mal à la vôtre , bizarre non!",Islamophobia,culture,hypocrisy,50,female,Bachelor
FRT1ST0008HS0047CN000803P1,Le voile islamique est un assaut pour nous.,"Je suis bien dans ma tete et sa vous fait mal à la vôtre , bizarre non!",Islamophobia,culture,hypocrisy,50,female,Bachelor
FRT1ST0008HS0047CN000803P2,Le voile islamique est une honte pour nous.,"Je suis bien dans ma tete et sa vous fait mal à la vôtre , bizarre non!",Islamophobia,culture,hypocrisy,50,female,Bachelor
FRT1ST0008HS0047CN000803T1,Your veil is an attack against me.,"I'm fine in my head and it hurts you in yours, weird no!",Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000804,Ton voile est une agression contre moi.,Je vous invite à voir un psy.,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000804P1,Le voile islamique est un assaut pour nous.,Je vous invite à voir un psy.,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000804P2,Le voile islamique est une honte pour nous.,Je vous invite à voir un psy.,Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000804T1,Your veil is an attack against me.,I invite you to see a shrink.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000805,Ton voile est une agression contre moi.,"La liberté des uns s'arrête là où commence celle des autres."".",Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000805P1,Le voile islamique est un assaut pour nous.,"La liberté des uns s'arrête là où commence celle des autres."".",Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000805P2,Le voile islamique est une honte pour nous.,"La liberté des uns s'arrête là où commence celle des autres."".",Islamophobia,culture,denouncing,50,female,Bachelor
FRT1ST0008HS0047CN000805T1,Your veil is an attack against me.,The freedom of some ends where the freedom of others begins.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000806,Ton voile est une agression contre moi.,Ce n'est qu'un bout de tissus.,Islamophobia,culture,humor,36,female,Some university without degree
FRT1ST0008HS0047CN000806P1,Le voile islamique est un assaut pour nous.,Ce n'est qu'un bout de tissus.,Islamophobia,culture,humor,36,female,Some university without degree
FRT1ST0008HS0047CN000806P2,Le voile islamique est une honte pour nous.,Ce n'est qu'un bout de tissus.,Islamophobia,culture,humor,36,female,Some university without degree
FRT1ST0008HS0047CN000806T1,Your veil is an attack against me.,It is just a piece of tissue.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000807,Ton voile est une agression contre moi.,Il est possible de changer de trottoir en démocratie.,Islamophobia,culture,humor,36,female,Master
FRT1ST0008HS0047CN000807P1,Le voile islamique est un assaut pour nous.,Il est possible de changer de trottoir en démocratie.,Islamophobia,culture,humor,36,female,Master
FRT1ST0008HS0047CN000807P2,Le voile islamique est une honte pour nous.,Il est possible de changer de trottoir en démocratie.,Islamophobia,culture,humor,36,female,Master
FRT1ST0008HS0047CN000807T1,Your veil is an attack against me.,It is possible to change sidewalks in a democracy.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000808,Ton voile est une agression contre moi.,Mon voile est mon libre choix.,Islamophobia,culture,affiliation,36,female,Master
FRT1ST0008HS0047CN000808P1,Le voile islamique est un assaut pour nous.,Mon voile est mon libre choix.,Islamophobia,culture,affiliation,36,female,Master
FRT1ST0008HS0047CN000808P2,Le voile islamique est une honte pour nous.,Mon voile est mon libre choix.,Islamophobia,culture,affiliation,36,female,Master
FRT1ST0008HS0047CN000808T1,Your veil is an attack against me.,My veil is my choice.,Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000809,Ton voile est une agression contre moi.,Vos propos sont une agression contre moi.,Islamophobia,culture,"affiliation , denouncing",36,female,Master
FRT1ST0008HS0047CN000809P1,Le voile islamique est un assaut pour nous.,Vos propos sont une agression contre moi.,Islamophobia,culture,"affiliation , denouncing",36,female,Master
FRT1ST0008HS0047CN000809P2,Le voile islamique est une honte pour nous.,Vos propos sont une agression contre moi.,Islamophobia,culture,"affiliation , denouncing",36,female,Master
FRT1ST0008HS0047CN000809T1,Your veil is an attack against me.,Your comments are an aggression against me.,Islamophobia,culture,"affiliation , denouncing",,,
FRT1ST0008HS0047CN000810,Ton voile est une agression contre moi.,"Vos propos sont une incitation à la haine , ceci est puni par la loi.",Islamophobia,culture,consequences,36,female,Master
FRT1ST0008HS0047CN000810P1,Le voile islamique est un assaut pour nous.,"Vos propos sont une incitation à la haine , ceci est puni par la loi.",Islamophobia,culture,consequences,36,female,Master
FRT1ST0008HS0047CN000810P2,Le voile islamique est une honte pour nous.,"Vos propos sont une incitation à la haine , ceci est puni par la loi.",Islamophobia,culture,consequences,36,female,Master
FRT1ST0008HS0047CN000810T1,Your veil is an attack against me.,"Your comments are an incitement to hatred, this is punishable by law.",Islamophobia,culture,consequences,,,
FRT1ST0008HS0047CN000811,Ton voile est une agression contre moi.,Bah regarde ailleurs.,Islamophobia,culture,humor,41,male,Less than high school
FRT1ST0008HS0047CN000811P1,Le voile islamique est un assaut pour nous.,Bah regarde ailleurs.,Islamophobia,culture,humor,41,male,Less than high school
FRT1ST0008HS0047CN000811P2,Le voile islamique est une honte pour nous.,Bah regarde ailleurs.,Islamophobia,culture,humor,41,male,Less than high school
FRT1ST0008HS0047CN000811T1,Your veil is an attack against me.,Well look elsewhere.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000812,Ton voile est une agression contre moi.,C'est moi qui est chaud dedans tu pourrais au moins être compréhensif.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000812P1,Le voile islamique est un assaut pour nous.,C'est moi qui est chaud dedans tu pourrais au moins être compréhensif.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000812P2,Le voile islamique est une honte pour nous.,C'est moi qui est chaud dedans tu pourrais au moins être compréhensif.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000812T1,Your veil is an attack against me.,It is me who is hot inside. Could you at least be understanding.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000813,Ton voile est une agression contre moi.,Ta réflexion est une agression contre le principe de laïcité.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000813P1,Le voile islamique est un assaut pour nous.,Ta réflexion est une agression contre le principe de laïcité.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000813P2,Le voile islamique est une honte pour nous.,Ta réflexion est une agression contre le principe de laïcité.,Islamophobia,culture,denouncing,41,male,Less than high school
FRT1ST0008HS0047CN000813T1,Your veil is an attack against me.,Your reflection is an aggression against the principle of secularism.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000814,Ton voile est une agression contre moi.,Ces que tu comprend pas le sens de cette tenu.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000814P1,Le voile islamique est un assaut pour nous.,Ces que tu comprend pas le sens de cette tenu.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000814P2,Le voile islamique est une honte pour nous.,Ces que tu comprend pas le sens de cette tenu.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000814T1,Your veil is an attack against me.,What you don't understand is the meaning of this outfit.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000815,Ton voile est une agression contre moi.,Ce qui vous agresse ce n'est pas le voile mais le choix de le porter ou pas.,Islamophobia,culture,facts,37,male,Some university without degree
FRT1ST0008HS0047CN000815P1,Le voile islamique est un assaut pour nous.,Ce qui vous agresse ce n'est pas le voile mais le choix de le porter ou pas.,Islamophobia,culture,facts,37,male,Some university without degree
FRT1ST0008HS0047CN000815P2,Le voile islamique est une honte pour nous.,Ce qui vous agresse ce n'est pas le voile mais le choix de le porter ou pas.,Islamophobia,culture,facts,37,male,Some university without degree
FRT1ST0008HS0047CN000815T1,Your veil is an attack against me.,What is an agression to you is not the veil but the choice to wear it or not.,Islamophobia,culture,facts,,,
FRT1ST0008HS0047CN000816,Ton voile est une agression contre moi.,Être contre la pudeur n'est pas l'avis de tous et heureusement.,Islamophobia,culture,other,37,male,Some university without degree
FRT1ST0008HS0047CN000816P1,Le voile islamique est un assaut pour nous.,Être contre la pudeur n'est pas l'avis de tous et heureusement.,Islamophobia,culture,other,37,male,Some university without degree
FRT1ST0008HS0047CN000816P2,Le voile islamique est une honte pour nous.,Être contre la pudeur n'est pas l'avis de tous et heureusement.,Islamophobia,culture,other,37,male,Some university without degree
FRT1ST0008HS0047CN000816T1,Your veil is an attack against me.,Being against modesty is not everyone's opinion and fortunately.,Islamophobia,culture,other,,,
FRT1ST0008HS0047CN000817,Ton voile est une agression contre moi.,La liberté fait peur Celle qui porte le voile en sont la preuve.,Islamophobia,culture,hypocrisy,37,male,Some university without degree
FRT1ST0008HS0047CN000817P1,Le voile islamique est un assaut pour nous.,La liberté fait peur Celle qui porte le voile en sont la preuve.,Islamophobia,culture,hypocrisy,37,male,Some university without degree
FRT1ST0008HS0047CN000817P2,Le voile islamique est une honte pour nous.,La liberté fait peur Celle qui porte le voile en sont la preuve.,Islamophobia,culture,hypocrisy,37,male,Some university without degree
FRT1ST0008HS0047CN000817T1,Your veil is an attack against me.,Freedom is frightening. The one who wears the veil is a proof of it.,Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000818,Ton voile est une agression contre moi.,La liberté sa vous parle Peut être pas pour vous.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000818P1,Le voile islamique est un assaut pour nous.,La liberté sa vous parle Peut être pas pour vous.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000818P2,Le voile islamique est une honte pour nous.,La liberté sa vous parle Peut être pas pour vous.,Islamophobia,culture,denouncing,37,male,Some university without degree
FRT1ST0008HS0047CN000818T1,Your veil is an attack against me.,Freedom may not be for you.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000819,Ton voile est une agression contre moi.,Qu'en est-il des autres styles vestimentaires qui ne sont pas courants dans certaines cultures?,Islamophobia,culture,question,38,male,PhD
FRT1ST0008HS0047CN000819P1,Le voile islamique est un assaut pour nous.,Qu'en est-il des autres styles vestimentaires qui ne sont pas courants dans certaines cultures?,Islamophobia,culture,question,38,male,PhD
FRT1ST0008HS0047CN000819P2,Le voile islamique est une honte pour nous.,Qu'en est-il des autres styles vestimentaires qui ne sont pas courants dans certaines cultures?,Islamophobia,culture,question,38,male,PhD
FRT1ST0008HS0047CN000819T1,Your veil is an attack against me.,What about other dressing styles that are not common in some cultures?,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000820,Ton voile est une agression contre moi.,C'est vous qui manquez de tolérance vis à vis d'une personne qui ne pense pas comme vous.,Islamophobia,culture,denouncing,31,male,PhD
FRT1ST0008HS0047CN000820P1,Le voile islamique est un assaut pour nous.,C'est vous qui manquez de tolérance vis à vis d'une personne qui ne pense pas comme vous.,Islamophobia,culture,denouncing,31,male,PhD
