text,TARGET,dialogue_id,turn_id,type,source
"Well, in this day and age, the notion that some women are subhuman is totally intolerable.",WOMEN,705,1,CN,session_1
"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine powerful, white men. They are just envious, incompetent and useless.",WOMEN,705,2,HS,session_1
What makes you think that women are jealous of men? What qualities do you value as a White Male?,WOMEN,705,3,CN,session_1
"If women weren't jealous of men, why is feminism trying to oppress men?",WOMEN,705,4,HS,session_1
Feminism is not about oppressing men. It is about the rights of women to live their lives as they wish. It is about equality between the sexes.,WOMEN,705,5,CN,session_1
"The feminists want to take over the world, how is that equality?",WOMEN,705,6,HS,session_1
"The feminists are a very important voice in society, and should be respected.",WOMEN,705,7,CN,session_1
Feminists are angry women.,WOMEN,1248,0,HS,session_1
"That's just a description of a lot of women who are oppressed, don't you agree? I'm not sure you have a point.",WOMEN,1248,1,CN,session_1
My point is that if feminism is only for aggressive women,WOMEN,1248,2,HS,session_1
"Feminism is also for men and for their interests, and I think that it is time that these two concepts be united.",WOMEN,1248,3,CN,session_1
"Feminists have never cared about women, they just want to oppress men. They should just be stopped!",WOMEN,1248,4,HS,session_1
"Although you may think that feminists are more interested in oppressing men than in protecting women, the reality is much the opposite. The aim of feminist groups is to end all forms of violence and discrimination based on sex.",WOMEN,1248,5,CN,session_1
Women don't need feminism since they want and must be dominated. I would rather have a man that controls my life than 2000000 feminists.,WOMEN,1248,6,HS,session_1
"I don't see how to reconcile your beliefs that women are naturally submissive with basic human rights, unless your definition of human rights is to subjugate others.",WOMEN,1248,7,CN,session_1
I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,POC,1083,0,HS,session_1
"Fear is a natural emotion. Without it you wouldn't be able to experience joy, peace, creativity, communication, etc. The important thing is to understand what should really be feared: for sure not people because of their skin colour.",POC,1083,1,CN,session_1
"I don't like niggas, they are just a bunch of criminals and thieves. It's normal that I'm scared of them.",POC,1083,2,HS,session_1
"Maybe you should check your own feelings. Moreover, if you are concerned about our country's security, you should carefully check crime statistics first.",POC,1083,3,CN,session_1
Statistics say that all niggas are just criminals and they should spend their time in the gutter.,POC,1083,4,HS,session_1
"Criminals have criminal records, it is unjust to label someone as ""criminal"" just because of the colour of their skin.",POC,1083,5,CN,session_1
"I would never trust a woman. They are irrational children, and that would be a sign of weakness.",WOMEN,382,0,HS,session_1
I am not sure what 'weakness' would be implying here. It seems to me that you are saying that a woman can't be 'rational' because that is the nature of women. Why is it so?,WOMEN,382,1,CN,session_1
"Yes, because women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.",WOMEN,382,2,HS,session_1
Don't you think that a woman should be allowed to have her own ideas? That is her right.,WOMEN,382,3,CN,session_1
"They're incapable of critical thought and emotions, how could they have their own ideas?",WOMEN,382,4,HS,session_1
"The theory of the feminine gender as a ""limiting factor"" in human development has been around for a long time but it is not accepted by scientific and medical literature.",WOMEN,382,5,CN,session_1
Islam is a disease that is sickening our children.,MUSLIMS,1001,0,HS,session_1
"In my opinion, the only sickness you have is the allergy to the word 'mosque'",MUSLIMS,1001,1,CN,session_1
"Islam is an ideology that promotes rape and torture of women and children, it's only natural that I find it sick!",MUSLIMS,1001,2,HS,session_1
This is not true. Rape and torture of women and children is forbidden by the Qur'an.,MUSLIMS,1001,3,CN,session_1
Gay men are a burden to society.,LGBT+,393,0,HS,session_1
Gay men do not exist as a burden to society. They are essential contributors to society.,LGBT+,393,1,CN,session_1
I still think gay people are a burden. They shouldn't be allowed to be around.,LGBT+,393,2,HS,session_1
"If we are to allow people to choose their own lives, why not allow everyone to love who they want too?",LGBT+,393,3,CN,session_1
"homosexuals should be isolated, isolated from society and should be isolated from the world.",LGBT+,770,0,HS,session_1
"Many people claim that they are tolerant and not homophobic, but when I read such statements I don't see any evidence of that.",LGBT+,770,1,CN,session_1
"I can't be tolerant towards gays, they are sick and should be excluded from society",LGBT+,770,2,HS,session_1
"Gay people can feel alienated from the world, and this can have real effects on their mental health. LGBT+ people can experience isolation and loneliness, and it is possible to help them through empathy and inclusion.",LGBT+,770,3,CN,session_1
Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,MIGRANTS,531,0,HS,session_1
"Immigrants have been a part of our society for centuries and have contributed to our success. The majority of migrants who come to our country are legal citizens or have permission to stay, so immigration is not a problem for us.",MIGRANTS,531,1,CN,session_1
They are problem since most of them are not willing to. Let's just remove their right to work!,MIGRANTS,531,2,HS,session_1
"They have the right to work. Migrants have a hard time finding regular jobs, just because often they are employed illegally.",MIGRANTS,531,3,CN,session_1
"Working or not, immigration is the death of the Western World, we must stop them!",MIGRANTS,531,4,HS,session_1
"Immigration is good for our economy, and the very opposite of 'the death' to us.",MIGRANTS,531,5,CN,session_1
Islam is a disease that is killing Europeans.,MUSLIMS,408,0,HS,session_1
"A disease is very different to any religion, so I begin to wonder about your objecitive in apply the label of 'disease' to Islam?",MUSLIMS,408,1,CN,session_1
Muslims are a disease because they're incompatible with human dignity and should be relegated to the back of the queue for removal from the constitution.,MUSLIMS,408,2,HS,session_1
"Muslims do not appear to have been excluded from the European Convention on Human Rights, and this is because they have human dignity to be protected.",MUSLIMS,408,3,CN,session_1
It is natural for white people to be racist against niggas.,POC,1465,0,HS,session_1
"What you are saying is that white people do not find it strange to treat black people like this, when this is not acceptable. People of color are our brothers and sisters.",POC,1465,1,CN,session_1
"White people are victims of black violence, they're not brothers and sisters!",POC,1465,2,HS,session_1
"Blacks make up only 14% of the population, but they make up nearly 60% of the victims of violent crimes. So your statement seems ungrounded.",POC,1465,3,CN,session_1
"I wish we lived in a world in which only men could be doctors, lawyers, firemen, and teachers.",WOMEN,374,0,HS,session_1
"In the U.S., a doctor, a lawyer, a teacher are some of the most highly valued professions. Women working as doctors and lawyers and teachers are highly respected professionals as well, right?",WOMEN,374,1,CN,session_1
"This shit comes from feminism, right? Feminism is only a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.",WOMEN,374,2,HS,session_1
This is just a misogynistic and mean allegation that has no foundation in facts.,WOMEN,374,3,CN,session_1
